"","Timestamp","Age","Gender","Role in clinic","Years of Experience","Clinic Location","Knowledge_1","Knowledge_2","Knowledge_3","Knowledge_4","Knowledge_5","Knowledge_6","Knowledge_7","Knowledge_8","Knowledge_9","Knowledge_10","Challenge_1","Challenge_2","Challenge_3","Challenge_4","Challenge_5","Challenge_6","Opportunity_1","Opportunity_2","Opportunity_3","Opportunity_4","Opportunity_5","Would you support integrating tele-eye care?","Training Needs","Policy Suggestions"
"142","2025-07-15 08:32:10","41 - 50 Yrs","Female","Optometrist","5-10","North-East","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Significant Challenge","Significant Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services"
"143","2025-07-03 09:52:43","51 - 60 yrs","Female","Optometrist","2-5","South-West","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Major Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum, Cybersecurity/legal compliance policies"
"144","2025-08-15 06:21:45","21 - 30 yrs","Male","Optometrist","5-10","South-South","Neutral","Neutral","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Significant Challenge","Major Challenge","Significant Challenge","Slight Challenge","Moderate Challenge","Significant Challenge","Agree","Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Broadband/internet expansion policies"
"145","2025-07-26 20:18:09","31 - 40 yrs","Male","Optometrist","5-10","South-South","Strongly Agree","Strongly Agree","Neutral","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Major Challenge","Major Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"146","2025-05-29 08:59:46","31 - 40 yrs","Female","Intern Optometrist","<1","South-South","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Neutral","Agree","Strongly Agree","Significant Challenge","Major Challenge","Major Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Strongly Agree","Agree","Agree","Agree","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Inclusion of tele-eye care in optometry curriculum"
"147","2025-07-09 15:43:51","41 - 50 Yrs","Female","Optometrist","2-5","South-East","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Disagree","Neutral","Agree","Significant Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Clinical decision-making via telehealth",NA
"148","2025-06-16 12:21:53","21 - 30 yrs","Male","Optometrist","2-5","South-West","Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Neutral","Agree","Agree","Strongly Agree","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Agree","Agree","Strongly Agree","Agree","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"149","2025-08-17 20:37:44","51 - 60 yrs","Female","Intern Optometrist","<1","South-South","Neutral","Neutral","Agree","Agree","Strongly Agree","Neutral","Neutral","Strongly Agree","Neutral","Agree","Significant Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management","Government subsidies/infrastructure funding, National tele-eye care regulatory framework"
"150","2025-07-25 11:26:19","41 - 50 Yrs","Male","Student Doctor","0","South-West","Agree","Neutral","Neutral","Agree","Agree","Agree","Strongly Agree","Disagree","Agree","Agree","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"151","2025-06-09 15:54:35","21 - 30 yrs","Male","Intern Optometrist","<1","South-West","Disagree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, Broadband/internet expansion policies, Cybersecurity/legal compliance policies"
"152","2025-06-06 18:02:37","31 - 40 yrs","Male","Technical Staff","<1","South-South","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Significant Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Agree","Strongly Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Broadband/internet expansion policies, Inclusion of tele-eye care in optometry curriculum"
"153","2025-06-06 14:42:57","51 - 60 yrs","Male","Optometrist","2-5","South-South","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Strongly Agree","Major Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum, Cybersecurity/legal compliance policies"
"154","2025-06-04 09:16:45","21 - 30 yrs","Male","Technical Staff","<1","South-South","Agree","Neutral","Strongly Agree","Neutral","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Major Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"155","2025-07-29 12:28:30","31 - 40 yrs","Female","Optometrist","2-5","South-South","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Strongly Agree","Strongly Agree","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"156","2025-08-01 12:07:15","51 - 60 yrs","Male","Optometrist","2-5","North-Central","Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Neutral","Disagree","Agree","Agree","Agree","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Agree","Agree","Neutral","Agree","Yes","Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"157","2025-07-21 19:57:42","21 - 30 yrs","Female","Intern Optometrist","<1","South-East","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Agree","Agree","Strongly Agree","Moderate Challenge","Major Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"158","2025-08-02 18:39:30","31 - 40 yrs","Female","Intern Optometrist","<1","South-East","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Agree","Strongly Agree","Significant Challenge","Significant Challenge","Major Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"159","2025-06-21 19:51:58","51 - 60 yrs","Male","Optometrist","2-5","South-West","Agree","Neutral","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Agree","Strongly Agree","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies"
"160","2025-08-15 17:01:16","31 - 40 yrs","Male","Technical Staff","<1","North-East","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Agree","Strongly Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Broadband/internet expansion policies"
"161","2025-07-19 10:44:06","31 - 40 yrs","Female","Optometrist","2-5","South-South","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Significant Challenge","Major Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Agree","Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"162","2025-07-16 18:40:32","41 - 50 Yrs","Male","Intern Optometrist","<1","North-Central","Strongly Agree","Neutral","Neutral","Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Neutral","Strongly Agree","Significant Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, National tele-eye care regulatory framework"
"163","2025-05-24 08:58:58","21 - 30 yrs","Male","Optometrist","5-10","South-South","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Major Challenge","Major Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"164","2025-06-06 20:28:26","31 - 40 yrs","Female","Intern Optometrist","<1","North-West","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Major Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Cybersecurity/legal compliance policies"
"165","2025-06-13 12:59:02","41 - 50 Yrs","Male","Optometrist","2-5","South-West","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Neutral","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Significant Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Strongly Agree","Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"166","2025-07-16 13:10:25","31 - 40 yrs","Female","Optometrist",">10","North-West","Disagree","Agree","Neutral","Neutral","Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Agree","Significant Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
