MMM-YY,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Year of Joining,year code,Month of joining,Work_len_quaters,Joining Designation,Designation,Promotions,Quarterly Rating
12/1/2017,1352,33,Male,C15,Bachelor,99415,8/1/2017,11/29/2017,2017,7,8,1,2,2,0,1
5/1/2016,1353,44,Male,C12,College,49049,6/9/2015,5/7/2016,2015,5,6,4,2,2,0,1
9/1/2016,1354,34,Female,C20,Master,54212,10/9/2015,9/21/2016,2015,5,10,4,2,3,1,1
6/1/2017,1356,31,Female,C11,Master,29306,8/8/2016,6/21/2017,2016,6,8,3,2,2,0,1
2/1/2017,1357,39,Male,C29,Master,105400,1/13/2017,2/9/2017,2017,7,1,0,3,3,0,1
9/1/2016,1359,31,Male,C1,Master,52007,7/5/2016,8/29/2016,2016,6,7,1,2,2,0,1
6/1/2017,1360,32,Male,C20,College,107592,11/30/2016,6/14/2017,2016,6,11,2,4,4,0,1
5/1/2016,1361,40,Male,C17,Master,26796,11/21/2015,5/2/2016,2015,5,11,2,1,1,0,1
12/1/2016,1362,29,Male,C20,Bachelor,72843,9/28/2016,12/21/2016,2016,6,9,1,2,2,0,1
5/1/2017,1363,45,Female,C19,College,32736,7/26/2012,5/16/2017,2012,2,7,19,2,3,1,1
8/1/2017,1364,43,Female,C12,Bachelor,87325,4/11/2017,7/29/2017,2017,7,4,1,3,3,0,1
12/1/2016,1365,30,Male,C18,Master,25483,5/25/2016,12/6/2016,2016,6,5,2,1,1,0,1
12/1/2017,1366,39,Male,C22,College,17496,9/19/2017,12/5/2017,2017,7,9,1,2,2,0,1
7/1/2016,1369,29,Female,C10,College,54231,1/1/2015,7/20/2016,2015,5,1,6,1,1,0,1
12/1/2017,1371,27,Male,C26,College,28447,6/27/2015,12/15/2017,2015,5,6,10,1,1,0,2
9/1/2016,1373,34,Male,C26,Master,47651,6/6/2016,9/26/2016,2016,6,6,1,2,2,0,1
5/1/2016,1375,48,Female,C1,Master,44722,9/21/2015,5/2/2016,2015,5,9,2,1,1,0,1
1/1/2016,1376,23,Male,C23,Master,44907,7/9/2015,1/25/2016,2015,5,7,2,1,1,0,1
12/1/2017,1378,28,Female,C28,College,52711,7/11/2017,12/28/2017,2017,7,7,2,2,2,0,1
7/1/2016,1380,28,Female,C17,Bachelor,77197,10/30/2015,6/30/2016,2015,5,10,3,2,2,0,1
10/1/2016,1383,28,Male,C19,College,88777,8/2/2016,9/28/2016,2016,6,8,1,2,2,0,1
9/1/2016,1384,34,Male,C20,College,38059,10/25/2012,8/30/2016,2012,2,10,15,1,1,0,2
6/1/2017,1385,31,Female,C23,College,74265,4/27/2017,6/5/2017,2017,7,4,0,3,3,0,1
2/1/2017,1386,27,Female,C26,Master,25458,6/25/2016,2/18/2017,2016,6,6,3,1,1,0,1
9/1/2016,1387,35,Male,C15,Master,51930,7/21/2016,8/30/2016,2016,6,7,0,2,2,0,1
3/1/2016,1388,32,Male,C26,College,44566,12/24/2015,3/3/2016,2015,5,12,1,2,2,0,1
3/1/2016,1390,51,Male,C15,College,81150,11/28/2013,3/17/2016,2013,3,11,9,2,3,1,1
9/1/2016,1392,40,Female,C13,Bachelor,89118,8/12/2010,9/23/2016,2010,0,8,25,1,4,3,2
2/1/2016,1394,36,Male,C25,Bachelor,57908,9/17/2015,2/8/2016,2015,5,9,2,2,2,0,1
11/1/2016,1395,46,Female,C5,Master,30292,8/2/2016,11/10/2016,2016,6,8,1,1,1,0,1
8/1/2016,1396,31,Male,C16,Bachelor,54821,5/23/2015,8/22/2016,2015,5,5,5,2,2,0,1
5/1/2017,1397,37,Female,C11,Bachelor,106794,7/4/2016,5/12/2017,2016,6,7,3,3,3,0,1
1/1/2016,1398,32,Female,C18,Bachelor,44160,9/19/2015,1/16/2016,2015,5,9,1,2,2,0,1
5/1/2017,1400,39,Male,C4,Master,59112,3/2/2017,5/16/2017,2017,7,3,1,2,2,0,1
6/1/2016,1402,33,Female,C6,College,19072,2/18/2015,6/7/2016,2015,5,2,5,1,1,0,1
5/1/2016,1403,36,Male,C1,College,64693,6/29/2015,5/17/2016,2015,5,6,4,2,2,0,1
9/1/2016,1406,33,Male,C28,Bachelor,80586,4/27/2013,9/22/2016,2013,3,4,14,1,3,2,1
8/1/2017,1407,27,Male,C26,Bachelor,27806,12/9/2016,7/29/2017,2016,6,12,3,1,1,0,1
9/1/2016,1409,33,Female,C5,Bachelor,81561,7/7/2016,8/30/2016,2016,6,7,1,3,3,0,1
11/1/2017,1410,25,Male,C5,Master,44061,7/3/2017,11/17/2017,2017,7,7,2,1,1,0,1
6/1/2017,1411,40,Male,C8,College,126416,11/15/2016,6/22/2017,2016,6,11,2,3,3,0,2
10/1/2016,1413,27,Male,C29,Master,29181,5/21/2015,10/24/2016,2015,5,5,6,1,1,0,1
3/1/2017,1415,29,Male,C20,Bachelor,20641,11/1/2016,3/23/2017,2016,6,11,2,1,1,0,2
1/1/2017,1417,38,Male,C20,Master,41446,8/15/2016,1/18/2017,2016,6,8,2,1,1,0,1
8/1/2016,1418,31,Male,C17,Master,67679,12/1/2015,7/29/2016,2015,5,12,3,1,1,0,1
11/1/2017,1421,27,Male,C21,Bachelor,62396,6/28/2017,11/15/2017,2017,7,6,2,3,3,0,1
5/1/2017,1422,31,Female,C12,Master,58946,8/25/2015,5/1/2017,2015,5,8,7,2,2,0,2
6/1/2016,1424,31,Male,C24,College,48369,8/10/2015,6/1/2016,2015,5,8,3,2,2,0,1
2/1/2016,1425,26,Male,C16,College,37613,1/28/2015,1/30/2016,2015,5,1,4,1,1,0,1
6/1/2016,1429,33,Female,C7,Bachelor,70900,9/12/2015,6/1/2016,2015,5,9,3,1,1,0,1
5/1/2017,1430,31,Female,C6,College,19433,1/2/2017,5/2/2017,2017,7,1,1,2,2,0,1
2/1/2016,1431,37,Female,C7,Bachelor,52963,11/18/2015,2/25/2016,2015,5,11,1,2,2,0,1
5/1/2016,1435,25,Female,C15,Master,19020,1/2/2016,4/30/2016,2016,6,1,1,1,1,0,1
6/1/2017,1436,25,Male,C8,College,64128,1/30/2017,6/6/2017,2017,7,1,1,2,2,0,1
4/1/2016,1439,31,Female,C7,Bachelor,49664,1/13/2016,3/29/2016,2016,6,1,1,1,1,0,1
4/1/2017,1441,28,Male,C10,Bachelor,78906,11/15/2016,4/6/2017,2016,6,11,2,2,2,0,1
12/1/2016,1442,27,Male,C13,College,54126,11/11/2016,12/21/2016,2016,6,11,0,2,2,0,1
5/1/2016,1443,36,Female,C26,Bachelor,48540,10/3/2015,5/17/2016,2015,5,10,2,2,2,0,1
9/1/2016,1444,29,Female,C6,Master,27216,11/3/2014,9/22/2016,2014,4,11,8,1,1,0,3
6/1/2016,1450,30,Female,C6,Bachelor,33246,12/7/2015,5/31/2016,2015,5,12,2,2,2,0,1
3/1/2016,1451,25,Female,C25,Bachelor,61502,8/8/2015,3/17/2016,2015,5,8,2,1,1,0,1
12/1/2017,1452,31,Male,C24,Master,61218,1/14/2017,12/25/2017,2017,7,1,4,1,1,0,3
6/1/2016,1453,31,Male,C20,College,34593,9/28/2015,6/24/2016,2015,5,9,3,1,1,0,2
4/1/2017,1455,30,Male,C17,Bachelor,55718,1/11/2017,3/30/2017,2017,7,1,1,2,2,0,1
5/1/2017,1456,32,Male,C9,Bachelor,54906,12/2/2016,5/15/2017,2016,6,12,2,2,2,0,1
10/1/2017,1457,35,Male,C12,Bachelor,48050,7/12/2017,10/4/2017,2017,7,7,1,3,3,0,1
9/1/2016,1458,28,Female,C17,Master,41971,9/1/2015,9/3/2016,2015,5,9,4,2,2,0,1
6/1/2016,1459,34,Male,C25,Master,70994,9/10/2015,6/1/2016,2015,5,9,3,2,2,0,1
9/1/2017,1461,46,Male,C10,College,39841,9/24/2012,9/5/2017,2012,2,9,20,2,2,0,2
1/1/2017,1463,42,Male,C2,Bachelor,38105,8/25/2015,1/5/2017,2015,5,8,5,1,1,0,2
12/1/2016,1464,48,Female,C25,Master,69141,7/7/2015,11/28/2016,2015,5,7,6,1,2,1,3
3/1/2016,1465,34,Male,C17,College,45180,12/3/2015,3/2/2016,2015,5,12,1,3,3,0,1
6/1/2016,1466,42,Male,C2,Bachelor,45183,1/5/2016,6/17/2016,2016,6,1,2,2,2,0,1
2/1/2017,1469,28,Male,C9,College,44091,8/30/2016,2/15/2017,2016,6,8,2,1,1,0,2
5/1/2017,1470,30,Male,C28,College,47565,2/17/2015,5/16/2017,2015,5,2,9,1,1,0,2
5/1/2016,1471,36,Male,C27,Bachelor,43690,5/27/2013,5/28/2016,2013,3,5,12,1,1,0,1
12/1/2017,1472,41,Female,C22,Master,107368,7/18/2011,12/14/2017,2011,1,7,26,2,4,2,1
2/1/2016,1473,41,Male,C26,College,94171,7/17/2015,2/1/2016,2015,5,7,2,3,3,0,1
11/1/2016,1474,27,Male,C27,Bachelor,25207,10/17/2016,11/15/2016,2016,6,10,0,2,2,0,1
9/1/2017,1476,33,Male,C14,Bachelor,39422,6/13/2017,9/6/2017,2017,7,6,1,2,2,0,1
11/1/2016,1477,30,Male,C8,Master,110542,7/6/2016,11/9/2016,2016,6,7,1,4,4,0,1
6/1/2017,1479,37,Male,C5,College,50436,2/6/2017,6/12/2017,2017,7,2,1,3,3,0,1
1/1/2016,1480,29,Female,C25,College,39635,12/11/2015,1/4/2016,2015,5,12,0,2,2,0,1
4/1/2016,1481,36,Female,C2,Bachelor,16688,1/6/2016,4/22/2016,2016,6,1,1,1,1,0,1
9/1/2017,1482,38,Female,C27,Bachelor,50211,4/11/2017,9/15/2017,2017,7,4,2,3,3,0,1
4/1/2016,1483,24,Female,C13,Master,40408,7/7/2015,4/5/2016,2015,5,7,3,1,1,0,1
6/1/2017,1485,25,Male,C21,Bachelor,46010,3/29/2017,6/19/2017,2017,7,3,1,1,1,0,1
9/1/2016,1487,30,Male,C26,Master,23299,12/28/2015,9/6/2016,2015,5,12,3,1,1,0,2
10/1/2017,1490,39,Female,C21,College,71142,3/20/2017,10/4/2017,2017,7,3,2,2,2,0,1
8/1/2017,1491,26,Male,C20,Bachelor,56936,4/18/2017,7/29/2017,2017,7,4,1,2,2,0,1
12/1/2017,1492,42,Male,C1,College,130279,10/4/2017,11/28/2017,2017,7,10,1,3,3,0,1
6/1/2017,1493,27,Male,C19,Master,64476,7/21/2016,6/22/2017,2016,6,7,4,1,1,0,1
1/1/2016,1494,32,Female,C18,College,34356,5/9/2015,1/7/2016,2015,5,5,3,1,1,0,1
9/1/2017,1498,28,Female,C12,College,49570,5/4/2017,9/27/2017,2017,7,5,2,2,2,0,1
9/1/2017,1500,31,Male,C18,Master,86551,6/13/2017,9/12/2017,2017,7,6,1,3,3,0,1
2/1/2017,1502,35,Female,C21,Master,64780,9/28/2016,1/31/2017,2016,6,9,1,2,2,0,1
11/1/2016,1506,31,Female,C14,Bachelor,57107,8/15/2016,11/21/2016,2016,6,8,1,1,1,0,1
1/1/2016,1507,39,Female,C19,Master,60780,10/28/2015,1/25/2016,2015,5,10,1,2,2,0,1
10/1/2016,1508,33,Male,C23,College,108452,7/21/2010,10/28/2016,2010,0,7,25,2,3,1,1
9/1/2017,1509,35,Male,C27,Bachelor,79222,7/20/2016,8/30/2017,2016,6,7,4,2,2,0,1
12/1/2016,1512,32,Male,C23,Bachelor,49957,5/5/2016,12/20/2016,2016,6,5,3,2,2,0,1
6/1/2016,1513,25,Female,C28,College,19448,7/6/2015,6/3/2016,2015,5,7,4,1,2,1,1
12/1/2016,1516,35,Female,C12,Master,75453,7/7/2016,12/15/2016,2016,6,7,2,2,2,0,2
6/1/2016,1517,42,Female,C11,Master,125545,9/20/2012,6/2/2016,2012,2,9,15,1,3,2,1
12/1/2016,1520,32,Male,C5,Master,64559,10/30/2010,12/14/2016,2010,0,10,25,1,2,1,1
11/1/2017,1522,30,Female,C6,Master,64606,5/8/2017,11/21/2017,2017,7,5,2,2,2,0,1
3/1/2017,1523,28,Female,C2,Master,35116,1/3/2017,3/13/2017,2017,7,1,1,1,1,0,1
7/1/2016,1524,35,Female,C13,College,44784,9/24/2015,7/7/2016,2015,5,9,3,2,2,0,1
3/1/2016,1525,28,Female,C13,College,61884,8/17/2015,3/28/2016,2015,5,8,2,2,2,0,1
3/1/2016,1528,42,Male,C25,Master,76707,11/30/2015,2/29/2016,2015,5,11,1,2,2,0,1
9/1/2017,1530,27,Male,C20,Master,44841,7/25/2017,9/27/2017,2017,7,7,1,1,1,0,1
3/1/2016,1531,31,Male,C25,Master,46001,1/21/2014,3/23/2016,2014,4,1,9,2,2,0,1
11/1/2017,1533,32,Female,C22,College,74305,9/21/2017,11/13/2017,2017,7,9,1,3,3,0,1
7/1/2017,1534,30,Female,C26,College,96076,2/23/2017,6/30/2017,2017,7,2,1,3,3,0,1
9/1/2016,1536,27,Male,C15,Master,39731,7/19/2016,8/30/2016,2016,6,7,0,1,1,0,1
1/1/2017,1540,32,Male,C5,Master,44949,4/29/2013,1/11/2017,2013,3,4,15,1,2,1,2
9/1/2017,1541,40,Male,C4,College,48956,5/15/2017,9/21/2017,2017,7,5,1,1,1,0,2
2/1/2016,1542,39,Female,C6,College,42300,11/13/2015,2/18/2016,2015,5,11,1,1,1,0,1
1/1/2016,1543,44,Male,C4,Bachelor,31948,6/18/2015,1/16/2016,2015,5,6,2,1,1,0,1
3/1/2017,1544,37,Male,C13,Bachelor,90123,10/31/2016,3/13/2017,2016,6,10,1,2,2,0,1
5/1/2017,1547,33,Female,C13,Master,57863,1/2/2017,5/5/2017,2017,7,1,1,2,2,0,1
5/1/2016,1548,28,Male,C20,Bachelor,35090,10/19/2015,5/14/2016,2015,5,10,2,1,1,0,1
3/1/2017,1553,45,Female,C1,College,24821,6/23/2016,3/6/2017,2016,6,6,3,1,1,0,1
6/1/2016,1555,29,Male,C23,Bachelor,42317,6/23/2015,6/22/2016,2015,5,6,4,1,1,0,2
9/1/2017,1556,31,Female,C26,College,21762,6/8/2017,9/19/2017,2017,7,6,1,1,1,0,1
9/1/2016,1557,32,Male,C12,Master,47379,5/23/2016,9/12/2016,2016,6,5,1,1,1,0,1
6/1/2016,1558,31,Male,C22,College,34561,9/29/2015,6/20/2016,2015,5,9,3,2,2,0,1
9/1/2016,1559,38,Female,C14,Master,62853,6/25/2015,9/22/2016,2015,5,6,5,1,1,0,1
8/1/2017,1560,37,Male,C7,Bachelor,44999,8/13/2012,7/29/2017,2012,2,8,20,1,2,1,2
5/1/2016,1562,25,Female,C17,Master,31361,6/10/2015,5/9/2016,2015,5,6,4,1,1,0,1
4/1/2017,1565,36,Female,C9,Bachelor,30310,10/23/2015,4/12/2017,2015,5,10,6,1,1,0,1
9/1/2017,1566,31,Female,C6,College,59451,6/28/2017,9/25/2017,2017,7,6,1,3,3,0,1
11/1/2016,1567,36,Male,C22,Bachelor,46726,7/29/2016,11/26/2016,2016,6,7,1,3,3,0,1
7/1/2017,1569,25,Male,C21,Master,56760,5/13/2015,6/29/2017,2015,5,5,9,1,1,0,1
12/1/2016,1570,33,Female,C21,Master,72503,10/31/2016,12/7/2016,2016,6,10,0,2,2,0,1
12/1/2016,1571,23,Male,C16,Master,54632,9/28/2016,11/30/2016,2016,6,9,1,1,1,0,1
7/1/2016,1572,30,Male,C8,College,21245,6/6/2016,6/29/2016,2016,6,6,0,2,2,0,1
11/1/2016,1574,27,Male,C14,College,72839,6/28/2016,11/22/2016,2016,6,6,2,2,2,0,1
9/1/2016,1575,34,Male,C15,Master,111621,8/30/2016,9/22/2016,2016,6,8,0,3,3,0,1
11/1/2017,1576,29,Male,C26,Master,71740,4/4/2017,10/30/2017,2017,7,4,2,3,3,0,2
12/1/2016,1577,32,Female,C24,College,43963,9/17/2016,12/1/2016,2016,6,9,1,2,2,0,1
2/1/2017,1578,42,Male,C13,Master,54922,10/5/2015,2/9/2017,2015,5,10,5,2,2,0,1
1/1/2017,1580,27,Male,C27,College,23149,9/5/2016,1/4/2017,2016,6,9,1,2,2,0,1
7/1/2016,1581,29,Male,C15,College,25873,6/30/2016,6/30/2016,2016,6,6,0,1,1,0,1
6/1/2016,1582,39,Male,C3,Bachelor,52711,8/31/2015,6/20/2016,2015,5,8,3,2,2,0,2
1/1/2016,1583,27,Female,C16,College,12456,5/7/2015,1/11/2016,2015,5,5,3,1,1,0,1
5/1/2017,1585,48,Male,C7,Bachelor,117644,6/16/2010,5/27/2017,2010,0,6,28,2,4,2,1
7/1/2016,1587,46,Female,C20,College,48111,2/17/2015,7/9/2016,2015,5,2,6,2,2,0,1
6/1/2016,1589,39,Male,C15,Master,55037,10/26/2015,6/8/2016,2015,5,10,2,3,3,0,1
9/1/2017,1590,31,Female,C17,College,38396,6/5/2017,9/8/2017,2017,7,6,1,2,2,0,1
1/1/2016,1591,28,Male,C19,Bachelor,43897,12/16/2015,1/25/2016,2015,5,12,0,2,2,0,1
12/1/2017,1593,27,Male,C28,College,49886,11/23/2017,12/11/2017,2017,7,11,0,2,2,0,1
8/1/2016,1595,29,Male,C22,Bachelor,27572,8/4/2015,8/27/2016,2015,5,8,4,1,1,0,3
9/1/2016,1597,38,Female,C17,Bachelor,54600,5/31/2012,9/19/2016,2012,2,5,17,2,2,0,2
7/1/2017,1600,37,Male,C14,Master,83083,8/13/2016,7/10/2017,2016,6,8,4,3,3,0,1
1/1/2017,1601,31,Male,C12,College,59932,8/29/2016,1/19/2017,2016,6,8,2,2,2,0,1
7/1/2016,1602,38,Male,C10,College,22645,9/12/2015,6/29/2016,2015,5,9,3,1,1,0,1
1/1/2016,1603,28,Female,C20,Master,66465,10/14/2015,1/23/2016,2015,5,10,1,1,1,0,1
8/1/2017,1607,26,Male,C15,Master,77477,1/10/2017,7/29/2017,2017,7,1,2,3,3,0,1
4/1/2017,1609,22,Female,C5,College,12987,11/29/2016,4/13/2017,2016,6,11,1,1,1,0,1
12/1/2016,1610,38,Male,C7,Bachelor,116218,5/30/2016,12/26/2016,2016,6,5,2,2,4,2,1
9/1/2016,1611,31,Male,C4,Bachelor,23537,1/8/2015,9/21/2016,2015,5,1,7,1,1,0,1
12/1/2017,1612,35,Male,C27,College,69697,10/14/2015,12/7/2017,2015,5,10,9,2,2,0,1
4/1/2017,1613,33,Male,C26,College,45531,1/25/2017,4/12/2017,2017,7,1,1,2,2,0,1
1/1/2016,1614,42,Male,C27,Bachelor,20797,7/9/2015,1/14/2016,2015,5,7,2,2,2,0,1
7/1/2016,1616,44,Male,C14,Bachelor,100297,10/23/2014,6/28/2016,2014,4,10,7,5,5,0,1
7/1/2017,1617,34,Male,C3,Master,45153,3/13/2017,7/17/2017,2017,7,3,1,1,1,0,1
9/1/2016,1621,27,Male,C25,Master,29043,1/19/2015,9/8/2016,2015,5,1,7,1,1,0,4
2/1/2016,1624,30,Female,C13,Bachelor,72989,12/2/2015,2/4/2016,2015,5,12,1,3,3,0,1
11/1/2016,1627,31,Male,C1,Bachelor,34473,6/28/2016,11/14/2016,2016,6,6,2,2,2,0,1
5/1/2017,1628,37,Male,C27,College,35189,4/20/2017,5/12/2017,2017,7,4,0,3,3,0,1
1/1/2017,1630,35,Female,C28,Bachelor,98568,12/12/2016,1/18/2017,2016,6,12,0,2,2,0,1
12/1/2016,1631,23,Female,C6,Master,71984,1/13/2015,12/17/2016,2015,5,1,8,1,3,2,1
3/1/2016,1635,29,Male,C20,College,13417,12/31/2015,3/16/2016,2015,5,12,1,1,1,0,1
7/1/2017,1636,32,Male,C12,Master,61712,3/29/2017,7/18/2017,2017,7,3,1,3,3,0,1
7/1/2017,1638,33,Female,C2,Bachelor,122837,4/11/2016,6/30/2017,2016,6,4,5,3,3,0,4
7/1/2016,1639,47,Male,C8,Bachelor,50533,9/1/2015,7/5/2016,2015,5,9,3,1,1,0,1
11/1/2017,1640,28,Male,C28,Bachelor,88169,11/9/2016,11/27/2017,2016,6,11,4,3,3,0,2
4/1/2016,1643,36,Male,C25,Bachelor,47992,9/10/2015,3/31/2016,2015,5,9,2,1,1,0,1
3/1/2017,1645,25,Male,C3,College,15822,10/4/2016,2/28/2017,2016,6,10,2,1,1,0,1
8/1/2017,1646,33,Female,C1,Master,74903,5/15/2017,7/29/2017,2017,7,5,1,3,3,0,1
4/1/2016,1647,26,Male,C3,Master,36114,9/3/2015,3/29/2016,2015,5,9,2,1,1,0,1
5/1/2017,1651,43,Male,C18,College,21942,10/21/2015,5/4/2017,2015,5,10,6,1,1,0,2
7/1/2017,1653,32,Female,C19,College,16486,4/27/2017,7/14/2017,2017,7,4,1,1,1,0,1
10/1/2016,1659,25,Female,C22,Bachelor,60688,8/1/2016,9/28/2016,2016,6,8,1,2,2,0,1
4/1/2016,1661,43,Male,C20,Bachelor,21898,5/17/2013,3/29/2016,2013,3,5,12,1,1,0,1
12/1/2017,1664,52,Female,C27,Bachelor,91839,1/28/2013,12/18/2017,2013,3,1,20,1,4,3,2
11/1/2017,1665,35,Male,C12,Bachelor,52175,4/26/2017,11/21/2017,2017,7,4,2,2,2,0,2
5/1/2016,1667,42,Male,C29,Bachelor,58534,4/2/2016,5/17/2016,2016,6,4,0,3,3,0,1
12/1/2017,1669,22,Male,C25,College,11068,9/8/2016,11/28/2017,2016,6,9,5,1,1,0,1
1/1/2017,1671,29,Female,C9,College,62689,12/2/2016,1/6/2017,2016,6,12,0,3,3,0,1
6/1/2016,1672,37,Female,C14,Bachelor,115978,1/6/2014,6/25/2016,2014,4,1,10,4,4,0,1
11/1/2016,1673,52,Female,C14,Master,81784,6/23/2015,11/26/2016,2015,5,6,6,1,2,1,1
2/1/2017,1674,34,Female,C1,Master,21627,10/18/2016,2/18/2017,2016,6,10,1,1,1,0,1
4/1/2017,1675,42,Female,C14,Master,53930,7/13/2015,4/10/2017,2015,5,7,7,1,1,0,1
2/1/2016,1677,33,Female,C10,Master,123255,1/3/2015,2/19/2016,2015,5,1,5,2,2,0,4
8/1/2017,1680,32,Female,C9,Bachelor,65299,1/4/2017,7/29/2017,2017,7,1,2,2,2,0,1
3/1/2016,1681,29,Male,C18,Master,40325,8/20/2015,3/18/2016,2015,5,8,2,1,1,0,1
11/1/2017,1682,24,Male,C24,Master,48711,5/29/2017,11/6/2017,2017,7,5,2,2,2,0,2
8/1/2017,1683,40,Female,C9,College,100798,5/1/2017,7/29/2017,2017,7,5,1,3,3,0,2
9/1/2016,1685,34,Female,C25,Bachelor,56916,8/4/2015,8/29/2016,2015,5,8,4,1,1,0,1
9/1/2017,1686,34,Male,C15,College,30959,6/9/2017,9/5/2017,2017,7,6,1,1,1,0,1
8/1/2017,1687,33,Male,C3,Master,45207,2/9/2017,7/29/2017,2017,7,2,2,1,1,0,1
10/1/2016,1688,28,Male,C28,Master,65448,8/22/2016,10/11/2016,2016,6,8,1,2,2,0,1
11/1/2016,1689,36,Female,C3,Master,50809,6/22/2016,11/5/2016,2016,6,6,1,3,3,0,1
11/1/2016,1690,35,Male,C28,Bachelor,87794,10/9/2010,11/21/2016,2010,0,10,25,2,3,1,1
9/1/2016,1692,34,Male,C3,Master,82666,8/2/2016,9/10/2016,2016,6,8,0,3,3,0,1
5/1/2017,1693,34,Female,C21,Bachelor,48656,1/9/2017,5/10/2017,2017,7,1,1,2,2,0,2
8/1/2017,1695,34,Male,C2,Master,94933,3/17/2017,7/29/2017,2017,7,3,1,3,3,0,1
7/1/2017,1697,27,Female,C14,College,57627,2/3/2017,6/28/2017,2017,7,2,2,1,1,0,1
12/1/2017,1699,31,Female,C21,College,14166,7/3/2017,12/6/2017,2017,7,7,2,1,1,0,1
7/1/2017,1701,32,Female,C9,College,17234,12/19/2016,6/28/2017,2016,6,12,2,1,1,0,1
6/1/2016,1702,39,Male,C3,College,45148,1/11/2016,5/30/2016,2016,6,1,2,2,2,0,1
11/1/2016,1703,27,Female,C2,College,39434,7/28/2016,10/29/2016,2016,6,7,1,1,1,0,1
3/1/2017,1704,30,Female,C18,Bachelor,114651,3/21/2015,2/28/2017,2015,5,3,8,1,3,2,3
11/1/2016,1709,34,Male,C17,College,35823,8/4/2016,10/29/2016,2016,6,8,1,1,1,0,1
5/1/2016,1715,29,Male,C23,College,66935,1/12/2016,5/6/2016,2016,6,1,1,2,2,0,1
10/1/2016,1716,32,Female,C7,College,89503,5/17/2013,10/12/2016,2013,3,5,14,1,4,3,1
7/1/2017,1717,24,Male,C2,Master,27693,5/22/2017,7/14/2017,2017,7,5,1,1,1,0,1
7/1/2017,1718,36,Female,C26,College,95658,10/2/2010,6/30/2017,2010,0,10,27,2,4,2,1
2/1/2017,1719,46,Female,C3,College,44497,10/1/2015,2/17/2017,2015,5,10,6,1,1,0,2
3/1/2017,1720,33,Male,C29,College,73122,12/10/2016,3/4/2017,2016,6,12,1,3,3,0,1
3/1/2016,1721,37,Female,C5,College,26206,9/12/2015,3/17/2016,2015,5,9,2,2,2,0,1
8/1/2017,1722,42,Male,C27,Master,76806,7/30/2012,7/29/2017,2012,2,7,20,1,3,2,1
7/1/2016,1726,29,Male,C8,Bachelor,39121,6/6/2016,7/4/2016,2016,6,6,0,1,1,0,1
1/1/2016,1727,34,Male,C1,College,29359,6/18/2015,1/1/2016,2015,5,6,2,1,1,0,1
12/1/2017,1728,40,Male,C24,Master,43047,10/18/2017,12/20/2017,2017,7,10,1,2,2,0,1
11/1/2016,1729,39,Female,C11,College,96317,10/31/2011,11/18/2016,2011,1,10,20,1,3,2,2
1/1/2016,1730,42,Male,C9,College,51579,5/26/2015,1/11/2016,2015,5,5,3,1,1,0,1
1/1/2016,1731,29,Female,C28,College,61343,9/27/2010,1/7/2016,2010,0,9,21,1,5,4,1
1/1/2016,1732,39,Female,C10,Bachelor,42723,6/9/2015,1/20/2016,2015,5,6,2,1,1,0,1
6/1/2016,1734,25,Male,C19,Master,22575,1/13/2015,6/25/2016,2015,5,1,6,1,1,0,1
11/1/2017,1735,31,Male,C21,Bachelor,91787,7/14/2017,11/6/2017,2017,7,7,1,3,3,0,1
3/1/2016,1736,32,Male,C27,Bachelor,49122,12/21/2015,2/29/2016,2015,5,12,1,1,1,0,1
6/1/2017,1737,29,Male,C10,Bachelor,31773,4/11/2017,6/8/2017,2017,7,4,1,1,1,0,1
3/1/2017,1738,29,Male,C26,Bachelor,53928,4/17/2013,3/6/2017,2013,3,4,16,1,1,0,1
9/1/2017,1739,30,Male,C7,Bachelor,56867,5/22/2017,9/13/2017,2017,7,5,1,2,2,0,1
7/1/2017,1742,32,Female,C27,Master,95822,5/17/2017,7/10/2017,2017,7,5,1,3,3,0,1
5/1/2017,1743,38,Male,C18,College,45163,8/11/2015,5/9/2017,2015,5,8,7,2,2,0,1
1/1/2016,1744,23,Male,C22,College,47072,8/31/2015,1/2/2016,2015,5,8,1,1,1,0,1
5/1/2017,1746,51,Female,C12,Master,38478,9/24/2015,5/8/2017,2015,5,9,7,1,2,1,2
3/1/2016,1749,32,Female,C1,Master,33681,8/8/2013,3/23/2016,2013,3,8,11,1,1,0,1
11/1/2016,1751,30,Male,C5,Master,60847,8/30/2016,11/23/2016,2016,6,8,1,2,2,0,1
3/1/2016,1754,25,Female,C10,Master,42975,1/9/2016,3/1/2016,2016,6,1,1,1,1,0,1
1/1/2017,1755,29,Male,C2,Bachelor,37995,11/12/2016,1/19/2017,2016,6,11,1,2,2,0,1
10/1/2017,1756,42,Female,C13,Bachelor,51016,11/13/2014,10/3/2017,2014,4,11,12,2,3,1,1
5/1/2017,1757,35,Female,C3,Bachelor,31500,3/11/2017,5/19/2017,2017,7,3,1,1,1,0,1
1/1/2016,1759,31,Male,C28,Master,22738,8/18/2015,1/11/2016,2015,5,8,2,1,1,0,1
2/1/2017,1760,31,Male,C4,Bachelor,30996,12/2/2015,2/17/2017,2015,5,12,5,1,1,0,1
